seq1,seq2,item_id,category1,category2,item_definition,uni_lemma,word_1,word_2,word_3,word_for_llm,irregular,note,AoA,concreteness,concreteness_sd,iconicity,iconicity_sd,childBOI,childBOI_sd,adultBOI,adultBOI_sd,Auditory,Auditory_sd,Gustatory,Gustatory_sd,Haptic,Haptic_sd,Interoceptive,Interoceptive_sd,Olfactory,Olfactory_sd,Visual,Visual_sd,Foot_leg,Foot_leg_sd,Hand_arm,Hand_arm_sd,Head,Head_sd,Mouth,Mouth_sd,Torso,Torso_sd,phoneme,phoneme_sd,socialness,socialness_sd,semD,semD_sd,valence,valence_sd,arousal,arousal_sd,dominance,dominance_sd,imageability,imageability_sd,babiness,babiness_sd,frequency,frequency_sd,mlu,mlu_sd,contextD,contextD_sd,gpt-4o-2024-05-13_concreteness_sd,gpt-4o-2024-05-13_iconicity_sd,gpt-4o-2024-05-13_childBOI_sd,gpt-4o-2024-05-13_adultBOI_sd,gpt-4o-2024-05-13_Auditory_sd,gpt-4o-2024-05-13_Gustatory_sd,gpt-4o-2024-05-13_Haptic_sd,gpt-4o-2024-05-13_Interoceptive_sd,gpt-4o-2024-05-13_Olfactory_sd,gpt-4o-2024-05-13_Visual_sd,gpt-4o-2024-05-13_Foot_leg_sd,gpt-4o-2024-05-13_Hand_arm_sd,gpt-4o-2024-05-13_Head_sd,gpt-4o-2024-05-13_Mouth_sd,gpt-4o-2024-05-13_Torso_sd,gpt-4o-2024-05-13_socialness_sd,gpt-4o-2024-05-13_valence_sd,gpt-4o-2024-05-13_arousal_sd,gpt-4o-2024-05-13_dominance_sd,gpt-4o-2024-05-13_imageability_sd,gpt-4o-2024-05-13_babiness_sd,gpt-4o-mini-2024-07-18_concreteness_sd,gpt-4o-mini-2024-07-18_iconicity_sd,gpt-4o-mini-2024-07-18_childBOI_sd,gpt-4o-mini-2024-07-18_adultBOI_sd,gpt-4o-mini-2024-07-18_Auditory_sd,gpt-4o-mini-2024-07-18_Gustatory_sd,gpt-4o-mini-2024-07-18_Haptic_sd,gpt-4o-mini-2024-07-18_Interoceptive_sd,gpt-4o-mini-2024-07-18_Olfactory_sd,gpt-4o-mini-2024-07-18_Visual_sd,gpt-4o-mini-2024-07-18_Foot_leg_sd,gpt-4o-mini-2024-07-18_Hand_arm_sd,gpt-4o-mini-2024-07-18_Head_sd,gpt-4o-mini-2024-07-18_Mouth_sd,gpt-4o-mini-2024-07-18_Torso_sd,gpt-4o-mini-2024-07-18_socialness_sd,gpt-4o-mini-2024-07-18_valence_sd,gpt-4o-mini-2024-07-18_arousal_sd,gpt-4o-mini-2024-07-18_dominance_sd,gpt-4o-mini-2024-07-18_imageability_sd,gpt-4o-mini-2024-07-18_babiness_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_concreteness_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_iconicity_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_childBOI_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_adultBOI_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Auditory_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Gustatory_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Haptic_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Interoceptive_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Olfactory_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Visual_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Foot_leg_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Hand_arm_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Head_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Mouth_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Torso_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_socialness_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_valence_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_arousal_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_dominance_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_imageability_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_babiness_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_concreteness_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_iconicity_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_childBOI_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_adultBOI_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Auditory_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Gustatory_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Haptic_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Interoceptive_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Olfactory_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Visual_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Foot_leg_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Hand_arm_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Head_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Mouth_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Torso_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_socialness_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_valence_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_arousal_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_dominance_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_imageability_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_babiness_sd
581,582,item_582,pronouns,function_words,him,3SG,him,NA,NA,him,FALSE,NA,30,3.54,1.37,4,2.357022604,4.08,2.396525262,4.47826087,2.150466444,2.558823529,1.94143303,0.735294118,1.523727955,1.794117647,1.871305034,1.294117647,1.817914419,1.411764706,1.689856495,3.205882353,2.026781472,0.837837838,1.590134752,1.459459459,1.908964155,2.702702703,2.702702703,1.702702703,2.011976155,1.135135135,1.797562581,3,NA,NA,NA,2.004392329,NA,NA,NA,NA,NA,NA,NA,4.2,2.3,4.333333333,NA,4157.288646,NA,8.541644181,NA,1775,NA,0.674948558,0,0.316227766,0,1.159501809,0,0.421637021,1.433720878,0,0.737864787,0.316227766,1.197219,0.788810638,0.816496581,1.173787791,2.002775851,0.674948558,0.567646212,0.316227766,0.483045892,0.966091783,0.707106781,0.316227766,0.440958552,0,0.699205899,0,0.421637021,0.333333333,0.333333333,0.674948558,0.316227766,0.483045892,0.971825316,0,0.316227766,1.159501809,0,0,0,0.516397779,0.316227766,0.737864787,0,0,1.224744871,1.802775638,NA,0,0,0,1.636391694,0,0.333333333,0.674948558,0,0.755928946,1.516575089,0,0,0,0.966091783,0.487950036,0.674948558,0,1.133893419,0.516397779,1.663329993,0,0.316227766,0,0,1.791957341,0,0.707106781,1.201850425,1.95505044,0.632455532,0.971825316,0,0,0.632455532,0.699205899,1.549193338
582,583,item_583,pronouns,function_words,his,3SG.POSS,his,NA,NA,his,FALSE,NA,30,3.14,1.53,2.4,2.065591118,3.734693878,2.472983271,1.791666667,1.444003091,1.444444444,2.076321534,0.222222222,0.897969491,1.027777778,1.698505412,0.833333333,1.576614818,0.75,1.338976155,2.75,2.061552813,0.483870968,1.121634752,1.032258065,1.580798764,2.161290323,2.161290323,1.096774194,1.513381175,0.516129032,1.261506183,3,NA,NA,NA,2.211771659,NA,NA,NA,NA,NA,NA,NA,2.6,2.1,4.736842105,NA,4345.336963,NA,8.491010855,NA,2478,NA,0.516397779,0,0.316227766,0,1.159501809,0,0.421637021,1.229272594,0,0.737864787,0.316227766,1.197219,0.788810638,0.875595036,1.173787791,2.013840996,0.674948558,0.567646212,0,0.527046277,0.674948558,0.527046277,0.316227766,0.440958552,0,0.699205899,0,0.421637021,0.333333333,0.333333333,0.632455532,0.316227766,0.483045892,0.881917104,0,0.316227766,1.054092553,0,0,0,0.527046277,0,0.737864787,0,0,1.224744871,1.728840331,NA,0,0,0,1.636391694,0,0.333333333,0.674948558,0,0.755928946,1.516575089,0,0,0,0.674948558,1.133893419,0.674948558,0,1.133893419,0.516397779,1.33749351,0,0.316227766,0,0,1.523883927,0,0.707106781,1.201850425,1.95505044,0.632455532,0.971825316,0,0,0.632455532,0.527046277,1.595131482
583,584,item_584,pronouns,function_words,I,1SG,I,NA,NA,I,FALSE,NA,25,3.93,1.44,NA,NA,4.44,2.739829678,NA,NA,2.384615385,2.256046008,1.076923077,1.846687957,2,2.121320344,3.923076923,1.934835844,1.538461538,1.983909634,2.307692308,2.097006413,1.5,2.223610677,1.4,2.118699811,2.7,2.7,1.9,2.183269719,1.3,2.057506582,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.235294118,NA,NA,NA,8.557019741,NA,5510,NA,0.516397779,0,0.316227766,0,1.135292424,0,0.316227766,2.121320344,0,0.737864787,0.316227766,1.490711985,0.699205899,0.875595036,1.429840706,2.131770261,1.33749351,0.316227766,1.269295518,0.699205899,0.707106781,0.527046277,0.316227766,0.440958552,0,0.699205899,0,0.421637021,0.333333333,0.333333333,1.349897115,0.316227766,0.483045892,1.6414763,0,0.316227766,1.154700538,0,0,0.316227766,0.483045892,0,0.699205899,0,0,1.224744871,1.96497102,NA,0,1.573591585,0,0,0,0.333333333,0.674948558,0,0.744023809,2.049390153,0,0,1.449137675,0.421637021,0.377964473,0.516397779,0,1.133893419,0.516397779,2.068278941,0,1.577621275,1.488047618,0,1.33749351,0,1.333333333,1.943650632,2.002775851,1.08012345,0.971825316,0,0,1.173787791,0,1.632993162
584,585,item_585,pronouns,function_words,it,3SG,it,NA,NA,it,FALSE,NA,27,2.81,1.69,2.454545455,2.423371056,3.21875,2.268072579,1.916666667,1.501207244,2.375,2.093641166,1.75,2.081665999,1.6875,1.990602924,1.625,2.028957039,1.9375,2.14378948,2.9375,1.87860764,0.473684211,1.020262551,1.947368421,1.928548222,2.315789474,2.315789474,1.052631579,1.508261848,0.684210526,1.108183277,2,NA,NA,NA,2.361687782,NA,NA,NA,NA,NA,NA,NA,1.6,0.9,2.230769231,NA,19420.97104,NA,6.807252786,NA,5237,NA,0.516397779,0,0.316227766,0,1.135292424,0,0.316227766,1.032795559,0,0.737864787,0.316227766,0.674948558,0.823272602,0.816496581,1.159501809,0.516397779,0,0,0,0.516397779,0.421637021,0.527046277,0.316227766,0.440958552,0,0.699205899,0,0.440958552,0.333333333,0.333333333,0.632455532,0.316227766,0.483045892,1.301708279,0,0.316227766,0.843274043,0,0,0,0.483045892,0.316227766,0.632455532,0,0,1.224744871,1.802775638,NA,0,0,0,1.636391694,0,0.333333333,0.843274043,0,0.744023809,1.341640786,0,0,0,0.421637021,0.377964473,0.674948558,0,1.133893419,0.516397779,1.33749351,0,0.316227766,0,0,1.0749677,0,0.707106781,1.452966315,1.763834207,0.632455532,1.646545205,0,0,0,0.316227766,0.516397779
585,586,item_586,pronouns,function_words,me,1SG,me,NA,NA,me,FALSE,NA,23,4.33,1.06,4.9,2.378141198,5.444444444,2.258885589,5.708333333,1.627993341,3.972972973,1.51815836,2.189189189,2.283246201,3.945945946,1.393356179,4.108108108,1.54171232,3.054054054,1.942877962,4.108108108,1.467874196,2.555555556,2.228748586,3.055555556,2.154945672,4,4,3.111111111,2.246275058,3.055555556,2.042841799,2,NA,NA,NA,1.854090091,NA,NA,NA,NA,NA,NA,NA,3.5,2.7,2.2,NA,4444.864205,NA,7.384578391,NA,2524,NA,0.516397779,0,0.316227766,0,1.135292424,0,0.483045892,2.065591118,0,0.737864787,0.316227766,1.490711985,0.699205899,0.948683298,1.333333333,1.988857852,0.674948558,0.567646212,1.269295518,0.674948558,0.849836586,0.527046277,0.333333333,0.440958552,0,0.699205899,0,1.577621275,0.333333333,0.333333333,1.349897115,0.316227766,0.483045892,1.603567451,0,0.316227766,1.229272594,0,0,0.316227766,0.516397779,0,0.737864787,0,0,1.224744871,2.185812841,NA,0,1.488047618,0,1.636391694,0,0.333333333,1.619327707,1.333333333,0.744023809,2.049390153,0,0,1.286683938,0.421637021,1.133893419,0.516397779,0,1.133893419,0.516397779,1.663329993,0,1.577621275,1.488047618,0,1.791957341,0,1.333333333,1.943650632,2.002775851,1.08012345,0.971825316,0,0,1.173787791,0.483045892,1.595131482
586,587,item_587,pronouns,function_words,mine,1SG.POSS,mine,NA,NA,mine,FALSE,NA,21,3.56,1.85,3.8,2.299758441,3.791666667,2.570385975,3,2.101586702,1.85,2.158825217,0.8,1.641565363,2,2.339590607,1.7,1.949358869,1.25,2.022895267,3.25,1.996707817,1.473684211,2.010207868,2.684210526,2.029029094,2.947368421,2.947368421,1.894736842,2.024701263,1.473684211,2.091475318,3,NA,NA,NA,1.677801875,NA,NA,NA,NA,NA,NA,NA,3.5,2.6,3.181818182,NA,1659.519268,NA,5.49132948,NA,255,NA,0.632455532,0.316227766,0.674948558,0,1.159501809,0,0.483045892,1.946506843,0,0.737864787,0.316227766,0.674948558,0.788810638,0.875595036,0.971825316,1.837873167,0.849836586,0.471404521,1.686548085,0.471404521,2.054804668,0.707106781,0.421637021,1.333333333,0,0.699205899,0,0.483045892,0.440958552,0.333333333,0.674948558,0,0.674948558,0.707106781,1.5,0.316227766,1.135292424,0.316227766,0,0.632455532,0.567646212,0.948683298,0.632455532,0,0.377964473,1.224744871,1.802775638,NA,0,0,0,1.636391694,0,1.013793755,0.674948558,0,0.744023809,1.516575089,0,0,1.449137675,0.994428926,2.149196971,0.737864787,0.516397779,0,0.447213595,1.897366596,0,0.316227766,0.707106781,0,1.523883927,0,1.414213562,1,2.002775851,0.632455532,0.966091783,0,0.316227766,1.173787791,0.918936583,1.475729575
587,588,item_588,pronouns,function_words,my,1SG.POSS,my,NA,NA,my,FALSE,NA,25,2.42,1.6,3.5,2.430862174,3.722222222,2.592418739,3.2,2.43241992,1.555555556,1.916560099,0.555555556,1.464168996,1.5,1.886484437,1.722222222,2.023554111,0.5,1.339446769,1.833333333,1.947849493,1.857142857,2.372461049,1.904761905,2.343176517,2.285714286,2.285714286,2.047619048,2.355338415,1.904761905,2.343176517,2,NA,NA,NA,1.917587942,NA,NA,NA,NA,NA,NA,NA,1.7,1.4,4.5,NA,2853.128265,NA,7.583556348,NA,2558,NA,0.516397779,0,0.316227766,0,1.159501809,0,0.316227766,2.121320344,0,0.737864787,0.316227766,1.490711985,0.699205899,0.918936583,1.316561177,2.002775851,0.674948558,0.471404521,1.264911064,0.516397779,0.843274043,0.527046277,0.316227766,0.440958552,0,0.699205899,0,1.577621275,0.333333333,0.333333333,1.349897115,0.316227766,0.483045892,1.536590743,0,0.316227766,1.159501809,1.264911064,0,0.316227766,0.516397779,0.316227766,0.737864787,0,0,1.224744871,2.052872552,NA,0,0.707106781,0,1.636391694,0,0.333333333,0.674948558,0,0.744023809,2.049390153,0,0,1.247219129,0.674948558,1.133893419,0.516397779,0,1.133893419,0.516397779,1.663329993,0,0.316227766,0.707106781,0,1.523883927,0,1.333333333,1.732050808,2.002775851,0.632455532,0.971825316,0,0,1.173787791,0.516397779,1.549193338
588,589,item_589,pronouns,function_words,myself,1SG.REFL,myself,NA,NA,myself,FALSE,NA,30,2.97,1.5,3.818181818,1.834021909,4.4375,2.422175775,5.038461538,2.144402373,2.5,2.12916259,0.5625,1.31497782,2.5,2.250925735,3.6875,1.662077014,1.75,2.144761059,3.25,2.016597795,2.777777778,2.390066589,2.833333333,2.407097349,3.611111111,3.611111111,3.055555556,2.2614993,3,2.300894967,6,NA,NA,NA,1.552070027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767.5374164,NA,9.072072072,NA,170,NA,0.632455532,0,0.316227766,0.632455532,1.135292424,0,0.516397779,2.065591118,0,0.737864787,0.421637021,1.490711985,0.823272602,0.948683298,0.843274043,1.523883927,0.699205899,0.632455532,1.595131482,0.699205899,0.516397779,0.333333333,0.483045892,0.440958552,0,0.699205899,0,0.483045892,0.666666667,0.333333333,1.349897115,0,0.674948558,0.866025404,0,0.421637021,1.100504935,0,0,0.421637021,0.421637021,0.316227766,0.632455532,0.377964473,0,1.224744871,1.885091889,0,1.889822365,1.511857892,0,1.58113883,0,0.333333333,1.763834207,0,1.195228609,1,0,0.316227766,1.33749351,0.918936583,0.534522484,0.316227766,0.421637021,1.133893419,0.516397779,1.663329993,0,1.840893503,1.457737974,0,1.791957341,0,1.536590743,1.943650632,1.888562063,1.159501809,0.483045892,0,0,1.059349905,0.966091783,1.286683938
589,590,item_590,pronouns,function_words,our,1PL.POSS,our,NA,NA,our,FALSE,NA,NA,1.97,1.32,3,2.097617696,2.32,2.076053949,1.68,1.345362405,0.666666667,1.354006401,0.380952381,1.244033379,1.095238095,1.841324575,2.047619048,2.060975266,0.380952381,1.160869953,0.857142857,1.558387445,0.857142857,1.352246808,1.476190476,1.600595127,2.19047619,2.19047619,1.428571429,1.468721504,0.80952381,1.167006753,2,NA,NA,NA,2.078944193,NA,NA,NA,NA,NA,NA,NA,1.8,1.5,5.454545455,NA,1651.626346,NA,9.601439791,NA,1183,NA,0.516397779,0,0.316227766,0,1.135292424,0,0.316227766,1.433720878,0,0.737864787,0.316227766,1.197219,0.788810638,0.816496581,1.269295518,1.888562063,1.33749351,0.567646212,0,0.516397779,0.483045892,0.527046277,0.333333333,0.440958552,0,0.699205899,0,1.577621275,0.333333333,0.333333333,1.349897115,0.316227766,0.483045892,1.457737974,0,0.316227766,1.595131482,0,0,0.316227766,0.483045892,0,0.737864787,0,0,1.224744871,1.885091889,NA,0,0,0,1.636391694,0,0.333333333,0.674948558,0,0.744023809,2.049390153,0,0,0.849836586,0.674948558,0.377964473,0.516397779,0,0.377964473,0.516397779,1.264911064,0,0.316227766,0,0,1.316561177,0,0.707106781,1.452966315,1.95505044,0.632455532,0.971825316,0,0,0.632455532,0.527046277,1.595131482
590,591,item_591,pronouns,function_words,she,3SG,she,NA,NA,she,FALSE,NA,29,3.36,1.55,3.1,2.514402955,3.72,2.622339922,3.304347826,2.265046309,2.263157895,1.910267732,0.736842105,1.521771821,2.052631579,1.870047064,1.105263158,1.728671193,1.157894737,1.607729866,3.578947368,1.67715995,0.526315789,1.123902974,0.842105263,1.384965218,2.473684211,2.473684211,1.421052632,1.70996392,1,1.490711985,2,NA,NA,NA,1.910067232,NA,NA,NA,NA,NA,NA,NA,3.8,2.5,4.588235294,NA,16945.66054,NA,10.23714152,NA,3105,NA,0.516397779,0,0.316227766,0,1.159501809,0,0.316227766,1.433720878,0,0.737864787,0.316227766,1.197219,0.788810638,0.816496581,1.173787791,2.024845673,0.674948558,0.567646212,0,0.516397779,0.699205899,0.527046277,0.316227766,0.440958552,0,0.699205899,0,0.421637021,0.333333333,0.333333333,0.674948558,0,0.316227766,0.971825316,0,0.316227766,0.942809042,0,0,0,0.527046277,0.316227766,0.737864787,0,0,1.224744871,2.073644135,NA,0,0,0,0.666666667,0,0.333333333,0.674948558,0,0.744023809,2.049390153,0,0,0,0.674948558,1.133893419,0.674948558,0,1.133893419,0.516397779,1.663329993,0,0.316227766,0,0,1.523883927,0,1.333333333,1.201850425,1.95505044,0.632455532,0.971825316,0,0,0.632455532,0.527046277,1.549193338
591,592,item_592,pronouns,function_words,that,that,that,NA,NA,that,FALSE,NA,25,1.54,1.03,1.8,1.316561177,2.407407407,1.926720196,1.347826087,0.572768052,1.315789474,1.765491168,0.789473684,1.474936811,1.210526316,1.685854461,0.947368421,1.682382048,0.842105263,1.462993806,2.052631579,2.013114895,0.45,1.099042646,0.55,1.099042646,1.5,1.5,0.75,1.332784975,0.3,0.732695097,3,NA,NA,NA,2.350961994,NA,NA,NA,NA,NA,NA,NA,2,1.8,1.538461538,NA,20486.30454,NA,6.697039839,NA,5581,NA,0.516397779,0,0.316227766,0,1.135292424,0,0.316227766,1.032795559,0,0.737864787,0.316227766,0.674948558,0.823272602,0.816496581,1.159501809,0.421637021,0,0,0,0.527046277,0.421637021,0.527046277,0.316227766,0.440958552,0,0.699205899,0,0.421637021,0.333333333,0.333333333,0.632455532,0.316227766,0.483045892,0.881917104,0,0.316227766,0.823272602,0,0,0,0.516397779,0.316227766,0.632455532,0,0,1.224744871,2.250925735,NA,0,0,0,0.666666667,0,0.333333333,0.843274043,0,0,1.341640786,0,0,0,0.674948558,0.377964473,0.632455532,0,0.377964473,0.516397779,1.33749351,0,0.316227766,0,0,1.159501809,0,1.013793755,1.452966315,1.763834207,0.632455532,1.449137675,0,0,0,0.516397779,0.707106781
592,593,item_593,pronouns,function_words,their,3PL.POSS,their,NA,NA,their,FALSE,NA,NA,3.34,1.49,2.8,2.1499354,2.28,1.4,1.666666667,1.274044115,1.95,1.877147893,0.25,0.786397516,0.3,0.801314709,0.45,1.145931017,0.25,0.786397516,3.1,1.618966532,0.19047619,0.679635757,0.523809524,1.249761882,1.761904762,1.761904762,0.80952381,1.327367606,0.047619048,0.21821789,3,NA,NA,NA,2.356135147,NA,NA,NA,NA,NA,NA,NA,1.9,1.5,2.7,NA,1993.921112,NA,10.03283302,NA,906,NA,0.516397779,0,0.316227766,0,1.135292424,0,0.316227766,1.251665557,0,0.737864787,0.316227766,1.197219,0.788810638,0.816496581,1.173787791,2.118699811,0,0.316227766,0,0.516397779,0.421637021,0.527046277,0.333333333,0.440958552,0,0.699205899,0,0.421637021,0.333333333,0.333333333,0.632455532,0.316227766,0.421637021,0.744023809,0,0.316227766,1.054092553,0,0,0,0.483045892,0,0.737864787,0,0,1.224744871,2.073644135,NA,0,0,0,0.666666667,0,0.333333333,0.674948558,0,0.377964473,2.049390153,0,0,0,0.674948558,0.377964473,0.632455532,0,1.133893419,0.516397779,1.33749351,0,0.316227766,0,0,1.523883927,0,1.013793755,1.201850425,1.763834207,0.632455532,0.971825316,0,0,0.632455532,0.527046277,1.549193338
593,594,item_594,pronouns,function_words,them,3PL,them,NA,NA,them,FALSE,NA,NA,3.04,1.45,1.9,2.024845673,3.525,2.241651177,2.739130435,1.912100019,2.611111111,1.649915823,0.611111111,1.377930626,1.222222222,1.516790557,0.666666667,1.028991511,1,1.45521375,3.555555556,1.822158456,0.315789474,1.002919714,0.684210526,1.529438226,2.052631579,2.052631579,0.631578947,1.382852379,0.473684211,1.123902974,3,NA,NA,NA,2.268512383,NA,NA,NA,NA,NA,NA,NA,2.5,2,4.1,NA,4942.942914,NA,8.850256533,NA,2084,NA,0.516397779,0,0.316227766,0,1.135292424,0,0.316227766,1.059349905,0,0.942809042,0.316227766,1.197219,0.788810638,0.816496581,1.173787791,1.897366596,0,0.471404521,0,0.527046277,0.421637021,0.5,0.316227766,0.440958552,0,0.699205899,0,0.421637021,0.333333333,0.333333333,0.632455532,0,0.421637021,0.881917104,0,0.316227766,1.159501809,0,0,0,0.516397779,0,0.737864787,0,0,1.224744871,2.073644135,NA,0,0,0,1.414213562,0,0.333333333,0.674948558,0,0,2.049390153,0,0,0,0.674948558,0.377964473,0.674948558,0,1.133893419,0.516397779,1.33749351,0,0.316227766,0,0,1.523883927,0,1.013793755,1.201850425,1.763834207,0.632455532,0.971825316,0,0,0.632455532,0.527046277,1.595131482
594,595,item_595,pronouns,function_words,these,these,these,NA,NA,these,FALSE,NA,29,2.03,1.55,3.1,1.791957341,2.545454545,2.182963054,1.565217391,0.895751942,1.823529412,2.038237416,1.294117647,2.023755972,1.941176471,2.164214298,0.588235294,1.371988681,1.294117647,2.023755972,3.294117647,2.114376559,0.470588235,0.943242218,1.176470588,1.550616576,2.117647059,2.117647059,1.058823529,1.434860108,0.470588235,0.943242218,3,NA,NA,NA,2.358354337,NA,NA,NA,NA,NA,NA,NA,1.6,1.2,2.090909091,NA,3365.514394,NA,7.718444666,NA,1750,NA,0.516397779,0,0.316227766,0,1.135292424,0,0.316227766,0.875595036,0,0.737864787,0.316227766,0.674948558,0.788810638,0.816496581,1.032795559,0.567646212,0,0,0,0.516397779,0.421637021,0.527046277,0.316227766,0.440958552,0,0.699205899,0,0.440958552,0.333333333,0.333333333,0.632455532,0,0.421637021,0.726483157,0,0.316227766,0.788810638,0,0,0,0.483045892,0.316227766,0.737864787,0,0,1.224744871,2.073644135,NA,0,0,0,0.666666667,0,0.333333333,0.674948558,0,0,1.341640786,0,0,0,0.674948558,0.377964473,0.632455532,0,0.377964473,0.516397779,1.264911064,0,0.316227766,0,0,1.159501809,0,1.013793755,1.201850425,1.763834207,0.632455532,1.646545205,0,0,0,0.516397779,0.674948558
595,596,item_596,pronouns,function_words,they,3PL,they,NA,NA,they,FALSE,NA,NA,2.93,1.41,2.363636364,1.858640755,2.333333333,2.032260146,2.272727273,1.830477902,2.5625,1.931105038,0.3125,1.25,0.5,1.414213562,1.0625,1.913765921,0.5,1.414213562,3.0625,1.982212568,1,1.699673171,2.263157895,1.995609215,3.105263158,3.105263158,2.263157895,2.281376418,1,1.795054936,2,NA,NA,NA,2.334273887,NA,NA,NA,NA,NA,NA,NA,2.3,2,2.909090909,NA,3625.393372,NA,8.046000511,NA,2610,NA,0.516397779,0,0.316227766,0,1.159501809,0,0.316227766,1.032795559,0,0.737864787,0.316227766,1.197219,0.788810638,0.816496581,1.173787791,2.043961296,0,0.316227766,0,0.516397779,0.421637021,0.527046277,0.316227766,0.440958552,0,0.699205899,0,0.421637021,0.333333333,0.333333333,0.632455532,0.316227766,0.483045892,0.881917104,0,0.316227766,0.994428926,0,0,0,0.516397779,0.316227766,0.737864787,0,0,1.224744871,2.250925735,NA,0,0,0,0.666666667,0,0.333333333,0.674948558,0,0.377964473,2.049390153,0,0,0,0.674948558,0.377964473,0.737864787,0,1.133893419,0.516397779,1.663329993,0,0.316227766,0,0,1.523883927,0,1.013793755,1.452966315,1.763834207,0.632455532,0.971825316,0,0,0.632455532,0.527046277,1.595131482
596,597,item_597,pronouns,function_words,this,this,this,NA,NA,this,FALSE,NA,26,2.14,1.38,1.7,0.948683298,3.260869565,2.157805942,1.72,1.369914839,1.333333333,1.770122406,0.714285714,1.488047618,1.142857143,1.590148241,0.619047619,1.203170415,0.285714286,0.783763813,2.142857143,2.007130147,1.052631579,1.928548222,1.526315789,2.143942916,2.105263158,2.105263158,1.210526316,1.960128889,0.894736842,1.663154193,3,NA,NA,NA,2.372248131,NA,NA,NA,NA,NA,NA,NA,1.8,1.5,2.3,NA,12665.24266,NA,6.564471741,NA,4361,NA,0.516397779,0,0.316227766,0,1.135292424,0,0.316227766,1.032795559,0,0.737864787,0.316227766,0.674948558,0.823272602,0.816496581,1.159501809,0.421637021,0,0,0,0.516397779,0.421637021,0.527046277,0.316227766,0.440958552,0,0.699205899,0,0.421637021,0.333333333,0.333333333,0.823272602,0.316227766,0.483045892,0.881917104,0,0.316227766,0.788810638,0,0,0,0.516397779,0.316227766,0.737864787,0,0,1.224744871,2.250925735,NA,0,0,0,0.666666667,0,0.440958552,0.843274043,0,0,1.341640786,0,0,0.948683298,0.674948558,1.133893419,0.632455532,0,0.377964473,0.516397779,1.264911064,0,0.316227766,0,0,1.159501809,0,1.013793755,1.452966315,1.763834207,0.632455532,1.449137675,0,0,0,0.516397779,0.707106781
