seq1,seq2,item_id,category1,category2,item_definition,uni_lemma,word_1,word_2,word_3,word_for_llm,irregular,note,AoA,concreteness,iconicity,childBOI,adultBOI,Auditory,Gustatory,Haptic,Interoceptive,Olfactory,Visual,Foot_leg,Hand_arm,Head,Mouth,Torso,phoneme,socialness,semD,valence,arousal,valence2,arousal2,dominance,imageability,babiness,frequency,mlu,contextD,word_used,prop50.1,prop50.2,prop50.3,prop50.4,prop50.5,prop40.1,prop40.2,prop40.3,prop40.4,prop40.5,prop30.1,prop30.2,prop30.3,prop30.4,prop30.5,prop20.1,prop20.2,prop20.3,prop20.4,prop20.5,prop10.1,prop10.2,prop10.3,prop10.4,prop10.5
306,307,item_307,outside,nouns,roof,roof,roof,,,roof,FALSE,,29,4.79,2.909090909,4.148148148,3.791666667,0.105263158,0,1,0,0,4.105263158,1.1,1.35,2.1,0.45,0.4,3,,1.626574863,4.48,3.4,5.52,6.6,7.05,6.4,1.333333333,1623.381736,6.969230769,151,roof,test,training,test,test,training,test,test,training,training,test,test,training,test,training,test,test,test,test,test,test,test,test,test,test,test
308,309,item_309,outside,nouns,shovel,shovel,shovel,,,shovel,FALSE,,27,4.97,4.4,6.230769231,5.925925926,1,0,3.444444444,0.166666667,0.333333333,4,2.1,4.55,1.45,0.25,2.2,5,,1.61661251,4.8,3.5,5.2,6.5,6.42,,2,788.5296605,6.581560284,177,shovel,test,training,test,test,test,training,test,test,test,training,training,test,test,test,test,training,test,test,test,test,test,training,training,test,test
310,311,item_311,outside,nouns,sky,sky,sky,,,sky,FALSE,,25,4.45,4.7,3.541666667,1.565217391,0.315789474,0.105263158,0.052631579,0.526315789,0.105263158,4.736842105,0.421052632,0.526315789,3.894736842,0.315789474,0.526315789,3,,1.538491647,7.32,2.74,2.68,7.26,5.61,6.5,2.416666667,1123.637552,7.378091873,260,sky,training,training,test,test,training,test,training,training,training,training,test,test,training,training,test,test,training,training,test,test,test,test,test,test,test
312,313,item_313,outside,nouns,snow,snow,snow,,,snow,FALSE,,25,4.85,4.363636364,6.457142857,5.538461538,0.80952381,1.714285714,3.619047619,0.857142857,0.952380952,4.095238095,2.727272727,3,2.909090909,1.333333333,1.575757576,3,,1.350856994,6.78,4.57,3.22,5.43,5.62,,1.444444444,4498.275761,8.005,356,snow,training,training,training,test,test,test,test,test,training,training,test,test,training,test,training,test,test,test,test,test,training,test,test,test,test
314,315,item_315,outside,nouns,sprinkler,sprinkler,sprinkler,,,sprinkler,FALSE,,29,4.89,5.083333333,5.738095238,4.962962963,3.894736842,0.105263158,3,0.157894737,0.210526316,4.526315789,0.952380952,2.142857143,1.523809524,0.380952381,0.952380952,8,2.090909091,1.112508264,5.86,3.29,4.14,6.71,6.38,,2.727272727,2914.12762,7.733333333,58,sprinkler,training,training,test,test,test,test,training,test,test,test,test,test,training,training,test,training,test,test,training,test,training,test,test,test,test
315,316,item_316,outside,nouns,star,star,star,,,star,FALSE,,23,4.69,4.272727273,3.538461538,1.916666667,0.833333333,0.111111111,0.166666667,0.611111111,0.166666667,4.444444444,0.6,0.9,3.1,1.05,0.75,4,,1.617832476,7.47,5.5,2.53,4.5,5.82,6.8,3.636363636,1639.348904,5.352601156,231,star,training,test,test,training,test,test,training,training,training,test,training,training,test,test,test,test,test,test,test,test,test,training,test,test,test
316,317,item_317,outside,nouns,stick,stick,stick,,,stick,FALSE,,25,4.59,3.454545455,6.466666667,6.16,0.5,0.111111111,2.722222222,0.055555556,0.111111111,4.111111111,0.95,3.4,1.95,0.55,0.75,4,,1.88773266,5.27,3.81,4.73,6.19,5.82,5.9,1.25,1395.694002,7.088495575,372,stick,test,training,test,test,test,test,test,test,test,test,test,training,test,test,training,test,test,test,test,training,test,test,test,training,test
317,318,item_318,outside,nouns,stone,stone,stone,,,stone,FALSE,,30,4.72,3.4,5.636363636,5.875,0.722222222,0.388888889,3.555555556,0.277777778,0.055555556,4.111111111,1.333333333,2.952380952,1.095238095,0.380952381,0.19047619,4,,1.673322164,4.81,3.25,5.19,6.75,7.26,6.6,1.153846154,1862.290205,7.032786885,89,stone,training,test,test,training,training,training,training,test,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test
318,319,item_319,outside,nouns,street,street,street,,,street,FALSE,,26,4.75,3.090909091,6.0625,4.708333333,1.529411765,0,1.941176471,0.411764706,0.705882353,4.117647059,2.7,0.95,2.4,0.5,0.75,5,,1.79177022,5.07,3.45,4.93,6.55,5.41,6.3,1.7,1188.221703,9.67281106,229,street,training,test,training,test,training,test,test,training,test,test,test,test,test,test,test,test,training,test,training,test,test,test,training,test,test
319,320,item_320,outside,nouns,sun,sun,sun,,,sun,FALSE,,23,4.83,3.909090909,3.6,2.086956522,0.35,0.05,2.2,1.7,0.15,4.7,2.411764706,2.470588235,3.529411765,1.235294118,2.411764706,3,,1.646173011,6.92,4.64,3.08,5.36,4.98,6.9,2.588235294,1828.916406,7.505938242,344,sun,training,test,training,test,training,training,test,training,test,test,test,training,training,training,test,test,test,test,test,test,test,test,test,test,test
321,322,item_322,outside,nouns,tree,tree,tree,,,tree,FALSE,,21,5,2.9,6.666666667,5.84,1.45,0.3,2.9,0.6,1.5,4.75,0.6,2.45,2.95,0.3,0.65,3,,1.55247813,7.59,2.67,2.41,7.33,5.62,6.8,3.363636364,1729.254895,6.65530303,591,tree,test,test,test,training,training,training,training,training,training,test,test,test,training,test,test,training,test,training,test,test,test,test,test,test,test
323,324,item_324,outside,nouns,wind,wind,wind,,,wind,FALSE,,27,3.93,4,4.6875,2.791666667,3.0625,0,3.6875,0.25,0.625,1.0625,2.368421053,3.105263158,3.526315789,2.368421053,2.842105263,4,,1.570948326,5.67,3.7,4.33,6.3,4.5,4.7,2.545454545,1062.573114,6.949771689,212,wind,training,test,training,test,training,test,test,test,test,test,training,test,test,training,test,test,test,test,training,test,test,test,test,test,test
324,325,item_325,places,other,beach,beach,beach,,,beach,FALSE,,27,4.79,3.538461538,4.888888889,5.666666667,2.444444444,0.222222222,2.222222222,0.166666667,2.388888889,4.444444444,3.421052632,2.631578947,3.105263158,0.947368421,2.105263158,3,,1.347813028,7.21,5.1,2.79,4.9,5.7,6.5,3,1527.973226,8.684615385,238,beach,training,training,test,training,training,test,test,training,training,training,test,training,test,training,test,test,test,test,training,test,test,test,test,training,test
326,327,item_327,places,other,church*,church,church,,,church,FALSE,,29,4.9,4,3.407407407,4.148148148,3.75,0.05,1.4,1.25,0.65,4.25,2.105263158,2.526315789,4.052631579,2.315789474,1.842105263,3,,1.5566357,5.21,3.63,4.79,6.37,5.04,6.7,2.538461538,970.1442305,7.694444444,56,church,test,test,training,test,test,training,test,test,test,test,test,test,training,training,test,test,test,test,test,test,test,training,test,test,test
327,328,item_328,places,other,circus,circus,circus,,,circus,FALSE,,,4.43,3.75,3.307692308,3.72,3.705882353,0.294117647,0.705882353,0.470588235,2.176470588,4.235294118,0.9,0.85,2,0.75,0.9,5,,1.773011309,5.85,5.45,4.15,4.55,4.94,,4.454545455,1968.953149,8.653333333,92,circus,test,test,test,test,test,test,training,training,test,test,test,training,test,training,test,test,test,training,test,test,test,test,test,test,test
328,329,item_329,places,other,country,country,country,,,country,FALSE,,,4.17,4,3.551724138,3.36,1.882352941,0.294117647,0.352941176,0.352941176,0.470588235,2.882352941,1.210526316,1.157894737,3,1.421052632,0.789473684,6,6.090909091,2.145644822,6.14,3.71,3.86,6.29,6.35,,1.857142857,674.2470932,9.973684211,45,country,training,training,test,test,training,training,test,training,test,training,test,training,test,test,training,training,test,test,test,training,test,test,test,test,test
330,331,item_331,places,other,farm,farm,farm,,,farm,FALSE,,28,4.59,3.9,5,5.035714286,1.941176471,0.176470588,1.588235294,0.411764706,2.588235294,4,2.421052632,2.789473684,2.684210526,0.578947368,1.526315789,4,,1.47711622,6.22,3.05,3.78,6.95,6.08,6.2,1.727272727,2056.223953,8.275384615,383,farm,training,test,training,training,test,test,training,test,test,test,training,test,test,test,test,test,test,test,training,test,test,test,test,test,test
332,333,item_333,places,other,home,home,home,,,home,FALSE,,23,4.11,4.4,6.185185185,5.434782609,1.090909091,0.318181818,2.090909091,1.727272727,1.681818182,4,2.052631579,2.736842105,4.421052632,2.105263158,2.157894737,3,,2.076298638,7.48,3.78,2.52,6.22,6.77,5.7,5.230769231,3360.743881,10.97608947,1067,home,training,test,test,test,training,training,training,test,test,training,test,test,training,test,training,training,test,training,test,training,test,test,test,test,training
333,334,item_334,places,other,house,house,house,,,house,FALSE,,24,5,3,5.9375,5.782608696,0.4375,0.0625,1.875,0.6875,0.9375,4.875,2.571428571,2.428571429,3.428571429,0.857142857,1.619047619,3,4.434782609,2.007701439,7.19,3.95,2.81,6.05,6.41,,3.166666667,2720.493264,9.161495963,1084,house,training,test,test,test,training,test,test,training,test,training,test,test,test,test,test,test,test,training,test,test,test,test,training,test,test
334,335,item_335,places,other,movie,movie,movie,,,movie,FALSE,,28,4.59,3,5.28,2.826086957,4.411764706,0,0.176470588,0.176470588,0,4.823529412,0.380952381,0.476190476,4.238095238,0.761904762,0.285714286,4,,1.007947301,7.24,4.39,2.76,5.61,5.68,,2.8,2044.885091,9.308510638,152,movie,training,training,training,training,test,test,test,training,training,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test
336,337,item_337,places,other,park,park,park,,,park,FALSE,,24,4.74,3.5,6.347826087,4.24,1.470588235,0.058823529,0.764705882,0,1.176470588,4.117647059,2.65,2.1,2,0.45,1.45,4,,1.773390886,7,2.7,3,7.3,5.56,6.5,5.142857143,1857.05095,8.717488789,228,park,training,test,training,test,test,test,training,test,training,test,training,training,training,training,test,test,training,test,test,test,training,test,test,test,test
337,338,item_338,places,other,party,party,party,,,party,FALSE,,27,3.89,4.8,5.307692308,3.5,4.176470588,0.647058824,0.941176471,1.470588235,0.647058824,4.705882353,2.285714286,2.523809524,3.476190476,3.095238095,2.285714286,5,,1.891182506,7.18,6.08,2.82,3.92,5.92,,5.833333333,1569.038581,9.194244604,263,party,training,test,test,test,training,test,test,test,training,training,test,test,test,test,training,training,test,test,test,training,test,training,test,test,test
338,339,item_339,places,other,picnic,picnic,picnic,,,picnic,FALSE,,29,4.83,2.6,4.956521739,4.2,1.1,2.4,1.15,0.2,1.65,4.05,2.105263158,2.631578947,2.684210526,3.263157895,1.421052632,6,,1.481125274,7.11,3.65,2.89,6.35,6.1,,2.727272727,2348.591896,9.089285714,135,picnic,test,training,test,training,test,training,test,test,test,test,test,test,training,test,test,training,training,test,test,test,test,test,test,test,test
340,341,item_341,places,other,school,school,school,,,school,FALSE,,25,4.79,4,6.555555556,5.16,2.555555556,0.055555556,1.166666667,0.777777778,0.833333333,3.5,2.05,2.25,3,1.85,1.7,4,,1.763490455,5.41,4.57,4.59,5.43,5.88,6.5,3.785714286,2075.0084,8.663895487,563,school,training,training,test,training,training,training,test,training,test,training,test,test,test,test,training,test,test,test,test,training,test,test,test,test,test
341,342,item_342,places,other,store,store,store,,,store,FALSE,,25,4.5,3.6,5.4,5.739130435,1.111111111,0.166666667,1.388888889,0.388888889,0.833333333,3.944444444,1.523809524,2,2.571428571,1,1.095238095,4,,1.77252914,5.94,3.43,4.06,6.57,5.44,5.8,3.75,1582.381328,10.20124481,336,store,test,training,test,training,test,test,test,test,test,test,test,training,test,test,test,test,test,test,training,test,test,test,test,training,test
344,345,item_345,places,other,yard,yard,yard,,,yard,FALSE,,28,4.82,3.3,5.75862069,4.25,0.666666667,0.166666667,2.055555556,0.444444444,1.666666667,4.777777778,2.19047619,1.714285714,3.19047619,0.333333333,0.80952381,4,,1.663357845,5.7,3.68,4.3,6.32,5.84,6.2,2.6,1169.962366,8.91,153,yard,test,training,test,test,training,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test
345,346,item_346,places,other,zoo,zoo,zoo,,,zoo,FALSE,,27,4.81,2.8,5.355555556,4.16,2.933333333,0.066666667,2.066666667,0.733333333,2.933333333,3.533333333,2.692307692,1.692307692,3.923076923,0.923076923,1,2,,1.513877475,7,5.63,3,4.37,6.33,6.8,3.727272727,2610.526226,8.572271386,390,zoo,test,training,training,training,training,test,test,test,training,training,training,test,test,test,test,training,test,test,test,test,test,test,training,test,test
346,347,item_347,people,other,aunt,aunt,aunt,,,aunt,FALSE,,26,4.17,3.333333333,5.769230769,5.041666667,2.277777778,0,1.166666667,0.666666667,0.5,3.166666667,0.4,0.85,2.15,0.85,0.9,3,,1.258729424,6.56,2.71,3.44,7.29,4.28,6.2,6.7,1238.787695,9.38028169,122,aunt,test,training,training,training,training,test,test,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test
347,348,item_348,people,other,baby,baby,baby,,,baby,FALSE,,17,5,4.181818182,6.020833333,6.285714286,4.047619048,0.523809524,4.047619048,1.952380952,3.142857143,4.380952381,0.666666667,2.5,2.611111111,0.944444444,1.277777778,4,5.409090909,1.422198909,6.67,4.97,3.33,5.03,4.94,,10,9074.892975,5.998855533,2051,baby,test,test,training,training,training,test,training,test,training,test,test,test,test,training,test,test,test,training,training,test,test,test,test,test,test
350,351,item_351,people,other,boy,boy,boy,,,boy,FALSE,,24,4.76,3,6.173913043,4.962962963,2.4375,0.3125,1.3125,0.25,0.5,4,1.684210526,2,2.789473684,1.631578947,1.631578947,2,,1.605224747,5.84,4.11,4.16,5.89,5.5,6.2,7.923076923,,4.960418434,1043,boy,test,test,training,test,test,training,test,test,training,test,test,test,test,training,test,test,training,test,test,test,test,test,test,test,test
351,352,item_352,people,other,brother,brother,brother,,,brother,FALSE,,27,4.43,3.4,5.805555556,5.043478261,3.105263158,0.263157895,1.947368421,1.052631579,1.263157895,3.842105263,0.421052632,1.315789474,3.105263158,1.105263158,0.736842105,5,,1.703557803,6.18,4.48,3.82,5.52,5.46,,5.3,2075.320069,11.06934307,263,brother,test,test,test,test,training,test,training,training,test,training,training,test,test,training,test,training,test,test,test,test,test,test,test,test,test
352,353,item_353,people,other,child,child,child,,,child,FALSE,,,4.78,4.6,5.964285714,5.695652174,3.266666667,0.066666667,2.266666667,0.866666667,1.4,4.2,1.55,2.3,2.4,1.75,1.2,4,5.285714286,1.619760785,7.2,5.33,2.8,4.67,5.2,6.4,8.615384615,1270.7265,12.80597015,131,child,test,training,test,test,training,test,test,training,training,training,test,training,test,test,training,test,training,test,test,test,test,test,training,test,test
353,354,item_354,people,other,clown,clown,clown,,,clown,FALSE,,28,4.9,3.545454545,4.411764706,3.96,2.6,0,0.95,0.45,0.15,4.05,1.5,1.681818182,3.045454545,1.318181818,1.5,4,,1.585273619,5.36,4.94,4.64,5.06,4.38,6.9,2.416666667,1726.929121,5.294701987,202,clown,test,test,test,test,test,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test
355,356,item_356,people,other,daddy*,daddy,daddy,,,daddy,FALSE,,13,4.24,4.5,6.826086957,5.24,3.722222222,0,2.111111111,1.277777778,1.055555556,3.944444444,1,1.421052632,2.421052632,1.421052632,1.105263158,4,6,1.395086754,7.27,4.24,2.73,5.76,5.78,,9,2254.251588,7.034057971,722,daddy,training,test,training,training,training,test,test,test,test,training,test,test,test,test,training,test,test,test,test,training,training,test,test,test,training
356,357,item_357,people,other,doctor,doctor,doctor,,,doctor,FALSE,,26,4.69,3.181818182,6.04,5.68,3.176470588,0,0.470588235,0.705882353,0.176470588,4,1.526315789,2.368421053,3,2.789473684,1.789473684,5,5.714285714,1.295724974,5.93,4.05,4.07,5.95,4.69,,6.7,1583.489657,8.282786885,265,doctor,training,training,training,training,test,training,test,test,test,test,test,test,test,training,test,test,test,training,test,test,test,test,test,test,test
358,359,item_359,people,other,friend,friend,friend,,,friend,FALSE,,27,3.07,3.090909091,6.391304348,5,3.052631579,0.421052632,2.105263158,1.842105263,0.789473684,3.736842105,0.944444444,1.555555556,2.222222222,1.888888889,1,5,6.681818182,1.762808316,6.79,4.29,3.21,5.71,6.31,5.6,3.75,1892.618604,7.89668616,492,friend,test,test,training,training,test,test,test,training,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test
359,360,item_360,people,other,girl,girl,girl,,,girl,FALSE,,25,4.85,4.2,5.52173913,5.52,3.5,0.444444444,2.333333333,0.944444444,1.722222222,4.5,1.3,1.85,2.75,2.15,1.75,3,5.19047619,1.583733263,7.15,5.23,2.85,4.77,5.27,6.3,5.727272727,2860.519146,5.586610879,748,girl,training,test,training,test,test,test,test,training,training,test,training,test,test,test,test,test,test,test,training,test,test,test,training,test,test
362,363,item_363,people,other,lady,lady,lady,,,lady,FALSE,,29,4.33,4.555555556,4.730769231,5.32,2.794117647,0.411764706,1.852941176,0.911764706,1.882352941,4.117647059,1.264705882,1.794117647,3.117647059,1.735294118,1.294117647,4,,1.621852936,6.91,4.05,3.09,5.95,5.87,,4.076923077,2074.802179,6.931818182,370,lady,training,test,training,test,training,test,test,training,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test
364,365,item_365,people,other,man,man,man,,,man,FALSE,,26,4.79,3.923076923,6.2,5.346153846,3.647058824,1.352941176,2.823529412,2.235294118,2.235294118,4.058823529,1.176470588,2.058823529,3.352941176,1.411764706,1.882352941,3,5.652173913,1.979866782,5.42,4.36,4.58,5.64,5.44,6.2,3,2124.589536,6.514047867,599,man,training,test,training,training,training,test,training,test,training,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test
365,366,item_366,people,other,mommy*,mommy,mommy,,,mommy,FALSE,,13,4.07,5.1,6.6,5.434782609,3.1,0.4,2.1,1.85,0.9,3.9,1.578947368,2.421052632,3.631578947,2.578947368,1.947368421,4,6.608695652,,7.39,3.7,2.61,6.3,4.89,,8.454545455,4466.883673,7.161911555,1131,mommy,training,test,training,training,test,training,test,training,test,test,test,test,test,test,test,test,training,test,training,test,test,test,test,test,test
366,367,item_367,people,other,nurse,nurse,nurse,,,nurse,FALSE,,,4.39,4.8,4.666666667,5.130434783,2.428571429,0.142857143,1.380952381,0.571428571,0.238095238,3.904761905,1.411764706,2.352941176,3.588235294,2.470588235,2.352941176,3,,1.230738235,5.41,4.64,4.59,5.36,5.58,6.4,6.357142857,1011.958213,6.957894737,229,nurse,test,training,training,training,training,training,test,test,test,training,test,training,training,test,training,test,test,test,test,training,test,training,test,training,test
368,369,item_369,people,other,people,people,people,,,people,FALSE,,28,4.82,3.363636364,6.208333333,6.076923077,3.722222222,0.944444444,2.666666667,1.722222222,2,4.166666667,1.941176471,2.941176471,3.882352941,3.176470588,1.823529412,5,6.904761905,2.184681438,5.7,3.77,4.3,6.23,5.4,,3.923076923,2406.512486,9.032411821,677,people,test,test,training,test,training,test,training,test,training,training,test,training,training,test,training,test,training,test,test,test,test,test,test,training,test
369,370,item_370,people,other,person,person,person,,,person,FALSE,,,4.72,4.454545455,6.037037037,6.12,3.818181818,0.909090909,3,1.454545455,2.090909091,4.454545455,2.476190476,3.380952381,4.476190476,3.80952381,2.428571429,5,5.952380952,1.911158347,6.1,3.71,3.9,6.29,6,,6,1778.952908,8.224,264,person,training,training,training,training,test,training,training,test,test,test,training,test,test,test,test,training,training,test,training,test,test,test,test,test,test
371,372,item_372,people,other,police,police,police,,,police,FALSE,,29,4.79,3,4.457142857,4.739130435,3.444444444,0,0.555555556,0.611111111,0.055555556,4.388888889,0.619047619,1.238095238,2.333333333,1.333333333,0.523809524,5,6.041666667,1.612167728,4.59,5.95,5.41,4.05,3.44,,1.9,952.7793405,7.182692308,145,police,test,test,test,test,training,test,training,test,training,test,test,test,training,test,test,test,training,training,test,test,test,test,test,test,test
372,373,item_373,people,other,sister,sister,sister,,,sister,FALSE,,28,4,4.4,6.083333333,4.8,3.736842105,0,1.631578947,1.578947368,0.631578947,4.210526316,0.8,1.16,1.96,0.96,0.84,5,6.647058824,1.60196683,7,3.86,3,6.14,5.59,,7.1,2226.398616,10.90561224,367,sister,test,training,test,training,test,training,test,test,training,test,test,test,training,training,test,test,test,test,test,test,training,test,test,test,test
373,374,item_374,people,other,teacher,teacher,teacher,,,teacher,FALSE,,28,4.52,3.727272727,5.939393939,5.416666667,3.3,0,0.6,0.2,0.3,4.05,0.944444444,1.222222222,2.777777778,1.333333333,0.944444444,4,,1.36869247,7.37,2.9,2.63,7.1,5.95,,2.9,1998.281042,7.916666667,106,teacher,test,test,test,test,test,test,training,test,test,test,test,test,training,test,test,test,test,test,test,test,training,test,test,test,test
374,375,item_375,people,other,uncle,uncle,uncle,,,uncle,FALSE,,27,4.24,2.2,5.310344828,5.392857143,3.4,0.1,1.65,0.45,0.85,4.15,0.611111111,0.888888889,2.5,1.277777778,0.611111111,5,,1.499424799,6.5,4.05,3.5,5.95,5.24,,5.222222222,1499.954255,8.697674419,130,uncle,test,training,test,test,training,training,test,training,test,training,test,training,test,training,training,test,test,test,test,training,test,test,test,test,training
375,376,item_376,games_routines,other,bath,bath,bath,,,bath,FALSE,,19,4.85,4.1,6.678571429,5.964285714,1.631578947,0,4.157894737,2,1.157894737,4.157894737,3.55,3.7,2.9,1.15,3.8,3,,1.698992419,7,3.25,3,6.75,6.64,6,7.666666667,1407.66928,7.813051146,358,bath,test,test,test,test,test,test,training,training,test,test,test,test,test,training,test,test,test,training,training,test,test,test,test,test,test
376,377,item_377,games_routines,other,breakfast,breakfast,breakfast,,,breakfast,FALSE,,25,4.43,3.692307692,6.869565217,6.173913043,1.125,4.625,1.875,1.375,3.875,3.75,0.368421053,2.473684211,2.684210526,4.421052632,1.263157895,8,3.421052632,1.559764622,7.39,5,2.61,5,6.83,,4.7,1755.841115,7.230861244,491,breakfast,test,training,test,test,training,training,test,training,training,training,test,test,test,test,training,test,test,training,test,test,test,test,test,test,test
379,380,item_380,games_routines,other,dinner,dinner,dinner,,,dinner,FALSE,,25,4.5,2.1,6.16,5.545454545,1.235294118,4.823529412,2.117647059,1.235294118,3.647058824,4.058823529,1.105263158,2.052631579,2.473684211,4,1.368421053,4,4.904761905,1.601282867,6.4,3.85,3.6,6.15,6.05,,4.181818182,2100.46939,7.635179153,446,dinner,training,training,test,test,test,test,training,test,training,test,test,training,training,test,test,test,test,test,test,test,test,test,test,test,test
385,386,item_386,games_routines,other,lunch,lunch,lunch,,,lunch,FALSE,,25,4.31,3.1,6.565217391,6.043478261,0.944444444,4.777777778,2.666666667,1.777777778,3.444444444,4,0.238095238,2,2.285714286,3.857142857,1.476190476,4,4.5,1.623798014,6.64,3.57,3.36,6.43,6.44,5.3,4.7,2103.099958,7.686323714,504,lunch,training,test,test,training,test,training,training,training,test,test,training,training,test,test,test,test,test,training,training,test,test,test,test,test,test
386,387,item_387,games_routines,other,nap,nap,nap,,,nap,FALSE,,23,4.03,3,4.395348837,3.227272727,0.619047619,0,0.80952381,3.238095238,0,1.761904762,2.761904762,2.761904762,3.80952381,2.380952381,3.19047619,3,,1.585453773,6.53,4.14,3.47,5.86,5.91,4.7,8.5,1744.338047,9.081395349,339,nap,training,test,training,test,test,training,test,training,training,test,test,training,test,training,test,training,training,test,test,test,test,test,test,test,test
394,395,item_395,games_routines,other,snack,snack,snack,,,snack,FALSE,,24,4.36,3.636363636,6.608695652,6.142857143,1.105263158,4.684210526,2.842105263,1.052631579,3.052631579,3.263157895,0.142857143,1.952380952,1.761904762,3.952380952,0.571428571,4,,1.364803787,6.53,4.11,3.47,5.89,5.88,5.6,3.166666667,2347.760283,7.489473684,224,snack,test,training,training,training,test,test,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test,training,test,test,test
400,401,item_401,action_words,verbs,bite,bite,bite,,,bite,FALSE,,23,4.44,5.5,5.153846154,3.72,1,0.625,2.125,2,0,3.125,0.295295175,0.574108481,1.276775547,4.744800719,0.346898412,3,,1.775755571,3.52,5.1,6.48,4.9,6.58,5.2,3.615384615,2380.86512,5.646861925,493,bite,training,test,test,test,training,training,training,training,training,training,test,test,training,training,training,test,test,training,test,test,test,test,test,training,test
401,402,item_402,action_words,verbs,blow,blow,blow,,,blow,FALSE,,25,3.74,5.636363636,3.791666667,2.541666667,2.294117647,0.823529412,2.235294118,2.058823529,0.294117647,3.588235294,0.047619048,0.571428571,1.095238095,3.476190476,0.714285714,3,,1.953827594,6.1,4.48,3.9,5.52,5,4.2,2.5,1306.263694,5.785714286,307,blow,training,test,training,test,training,test,test,test,training,training,test,test,training,test,training,test,training,training,test,training,test,test,test,training,test
402,403,item_403,action_words,verbs,break,break,break,,,break,FALSE,,26,3.71,5.166666667,4.181818182,2.041666667,2.411764706,0.176470588,2.352941176,1.117647059,0.176470588,2.764705882,1.952380952,2.857142857,1.952380952,1.142857143,1.095238095,4,2.619047619,2.148836497,5.1,4.71,4.9,5.29,4.5,4.5,4.7,1530.455933,7.636554622,334,break,training,test,training,test,training,test,training,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test
403,404,item_404,action_words,verbs,bring,bring,bring,,,bring,FALSE,,27,2.55,3.363636364,3.933333333,1.565217391,1.45,0.45,2.25,1.1,0.4,2.9,2.631578947,3.315789474,1.473684211,0.947368421,1.578947368,4,2.904761905,2.221830416,5.68,4.29,4.32,5.71,5.72,2.6,3.1,1925.389684,9.097959184,597,bring,test,training,training,test,training,test,training,test,training,training,training,training,test,test,test,training,test,test,training,test,test,test,test,training,test
404,405,item_405,action_words,verbs,build,build,build,,,build,FALSE,,28,3.71,4,4.391304348,2.92,1.529411765,0,2.882352941,0.176470588,0.294117647,3.529411765,1.473684211,3.947368421,2.736842105,0.947368421,1.421052632,4,,2.128467168,6.33,3.38,3.67,6.62,6.5,3.8,2.428571429,2585.902018,7.772857143,369,build,test,training,test,test,training,training,test,test,test,training,training,test,test,training,test,test,test,test,training,test,test,test,test,test,test
405,406,item_406,action_words,verbs,bump,bump,bump,,,bump,FALSE,,27,4.1,4.4,4.4,3.434782609,1.346153846,0.153846154,3.923076923,1.846153846,0.192307692,2.423076923,2.761904762,3.047619048,2,0.619047619,2.80952381,4,,1.796351385,5.05,4.75,4.95,5.25,5.33,4.9,7.363636364,1418.778848,4.967105263,170,bump,test,training,test,training,training,test,training,test,training,training,training,test,training,test,training,test,test,test,test,training,test,test,test,test,training
406,407,item_407,action_words,verbs,buy,buy,buy,,,buy,FALSE,,28,3.35,3.272727273,3.541666667,1.88,1.888888889,0.833333333,1.388888889,1.166666667,0.722222222,3.555555556,1,2.555555556,2.777777778,1.777777778,0.777777778,2,4.19047619,1.908704314,6.82,4.29,3.18,5.71,6.78,3.6,4.066666667,1579.765269,9.477375566,343,buy,training,training,test,test,test,test,test,test,test,test,training,test,training,test,test,test,test,training,test,test,test,test,test,test,test
407,408,item_408,action_words,verbs,carry,carry,carry,,,carry,FALSE,,26,4.04,2.9,4.793103448,2.8,0.428571429,0.095238095,3.047619048,0.761904762,0.095238095,2.380952381,1.80952381,4.761904762,1.238095238,0.238095238,2.047619048,4,,2.234955176,5.67,3.47,4.33,6.53,4.94,,5.909090909,1262.521823,9.919642857,215,carry,test,training,training,training,training,test,training,training,test,test,test,test,test,test,test,training,training,test,test,test,test,test,test,test,test
408,409,item_409,action_words,verbs,catch,catch,catch,,,catch,FALSE,,26,4.11,4.8,4.956521739,2.32,1.176470588,0,3.352941176,0.411764706,0,4.058823529,1.105263158,4.263157895,2.105263158,0.421052632,1.157894737,3,,1.880604855,5.64,4,4.36,6,5.47,4.4,2.5,2081.942411,5.08056872,307,catch,training,test,training,test,test,test,test,test,training,test,test,training,test,training,test,test,test,test,test,test,training,test,test,test,test
